"Código Dane departamento","Departamento","Código Dane municipio","Municipio","Grupo cultivo","Subgrupo","Cultivo","Desagregación cultivo","Año","Periodo","Área sembrada","Área cosechada","Producción","Rendimiento","Ciclo del cultivo","Estado físico del cultivo","Código del cultivo","Nombre científico del cultivo"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Arándano","Arándano","2023","2023","14,50","10,50","73,50","7,00","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Arándano","Arándano","2024","2024","16,50","14,50","101,50","7,00","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2019","2019A","16,00","16,00","29,91","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2019","2019B","20,00","20,00","37,38","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2020","2020A","16,00","16,00","22,43","1,40","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2020","2020B","20,00","20,00","28,04","1,40","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2021","2021A","8,00","5,00","10,00","2,00","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2021","2021B","10,00","10,00","25,00","2,50","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2022","2022A","6,00","5,00","12,50","2,50","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2022","2022B","8,00","2,00","2,34","1,17","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2023","2023A","7,00","7,00","8,18","1,17","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2023","2023B","6,00","6,00","11,21","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2024","2024A","2,00","2,00","2,00","1,00","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Leguminosas","Leguminosas","Arveja","Arveja","2024","2024B","2,00","2,00","0,93","0,46","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2019","2019A","70,00","70,00","140,00","2,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2019","2019B","100,00","100,00","200,00","2,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2020","2020A","15,00","15,00","52,50","3,50","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2020","2020B","60,00","60,00","180,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2021","2021A","12,00","11,00","33,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2021","2021B","30,00","30,00","90,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2022","2022A","10,00","9,00","27,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2022","2022B","25,00","23,00","69,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2023","2023A","8,00","8,00","24,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2023","2023B","30,00","30,00","90,00","3,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2024","2024A","10,00","10,00","20,00","2,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Cereales","Cereales","Cebada","Cebada","2024","2024B","20,00","20,00","40,00","2,00","Transitorio","En fresco","1010300","Hordeum vulgare"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Fresa","Fresa","2019","2019","6,00","5,00","300,00","60,00","Permanente","En fresco","2042700","Fragaria vesca"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Fresa","Fresa","2020","2020","6,00","6,00","300,00","50,00","Permanente","En fresco","2042700","Fragaria vesca"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Fresa","Fresa","2021","2021","13,00","6,00","240,00","40,00","Permanente","En fresco","2042700","Fragaria vesca"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Fresa","Fresa","2022","2022","14,00","12,00","60,00","5,00","Permanente","En fresco","2042700","Fragaria vesca"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Fresa","Fresa","2023","2023","15,00","14,00","70,00","5,00","Permanente","En fresco","2042700","Fragaria vesca"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Fresa","Fresa","2024","2024","12,00","12,00","60,00","5,00","Permanente","En fresco","2042700","Fragaria vesca"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Mora","Mora","2019","2019","2,00","2,00","36,00","18,00","Permanente","En fresco","2044700","Rubus glaucus Benth."
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Mora","Mora","2020","2020","2,00","2,00","8,00","4,00","Permanente","En fresco","2044700","Rubus glaucus Benth."
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Mora","Mora","2021","2021","4,00","2,00","20,00","10,00","Permanente","En fresco","2044700","Rubus glaucus Benth."
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Mora","Mora","2022","2022","6,00","4,00","8,00","2,00","Permanente","En fresco","2044700","Rubus glaucus Benth."
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Mora","Mora","2023","2023","7,00","6,00","12,00","2,00","Permanente","En fresco","2044700","Rubus glaucus Benth."
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Mora","Mora","2024","2024","6,00","6,00","12,00","2,00","Permanente","En fresco","2044700","Rubus glaucus Benth."
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2019","2019A","35,00","35,00","1.120,00","32,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2019","2019B","15,00","15,00","480,00","32,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2020","2020A","7,00","7,00","140,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2020","2020B","12,00","12,00","240,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2021","2021A","7,00","7,00","140,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2021","2021B","8,00","8,00","160,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2022","2022A","6,00","5,00","100,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2022","2022B","6,00","6,00","120,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2023","2023A","30,00","30,00","600,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2023","2023B","10,00","10,00","200,00","20,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2024","2024A","20,00","20,00","300,00","15,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2024","2024B","8,00","8,00","120,00","15,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2019","2019A","825,00","825,00","26.400,00","32,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2019","2019B","650,00","650,00","20.800,00","32,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2020","2020A","775,00","775,00","23.250,00","30,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2020","2020B","600,00","600,00","18.000,00","30,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2021","2021A","730,00","710,00","14.200,00","20,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2021","2021B","1.000,00","1.000,00","20.000,00","20,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2022","2022A","600,00","1.000,00","20.000,00","20,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2022","2022B","800,00","600,00","12.000,00","20,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2023","2023A","700,00","1.000,00","25.000,00","25,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2023","2023B","1.000,00","1.000,00","24.000,00","24,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2024","2024A","600,00","500,00","12.500,00","25,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2024","2024B","1.000,00","600,00","15.000,00","25,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2019","2019A","1,00","1,00","80,00","80,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2019","2019B","1,00","1,00","80,00","80,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2020","2020A","1,00","1,00","50,00","50,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2020","2020B","1,00","1,00","50,00","50,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2021","2021A","1,00","1,00","50,00","50,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2021","2021B","1,00","1,00","60,00","60,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2022","2022A","1,00","1,00","45,00","45,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2022","2022B","1,00","1,00","45,00","45,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2023","2023A","3,00","3,00","135,00","45,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2023","2023B","1,00","1,00","45,00","45,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2024","2024A","1,00","1,00","15,00","15,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2024","2024A","2,00","2,00","20,00","10,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25772","Suesca","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2024","2024B","2,00","2,00","20,00","10,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Aguacate","Aguacate demás variedades","2019","2019","25,00","12,00","48,00","4,00","Permanente","En fresco","2040299","Persea americana"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Aguacate","Aguacate demás variedades","2020","2020","25,00","12,50","75,00","6,00","Permanente","En fresco","2040299","Persea americana"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Aguacate","Aguacate demás variedades","2021","2021","25,00","24,00","288,00","12,00","Permanente","En fresco","2040299","Persea americana"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Aguacate","Aguacate demás variedades","2022","2022","21,00","19,00","418,00","22,00","Permanente","En fresco","2040299","Persea americana"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Aguacate","Aguacate demás variedades","2023","2023","7,00","4,00","88,00","22,00","Permanente","En fresco","2040299","Persea americana"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Aguacate","Aguacate demás variedades","2024","2024","5,00","5,00","110,00","22,00","Permanente","En fresco","2040299","Persea americana"
"25","Cundinamarca","25807","Tibirita","Hortalizas","Hortalizas de fruto","Ahuyama","Ahuyama","2019","2019A","5,00","5,00","50,00","10,00","Transitorio","En fresco","1050200","Cucurbita maxima"
"25","Cundinamarca","25807","Tibirita","Hortalizas","Hortalizas de fruto","Ahuyama","Ahuyama","2020","2020A","3,00","3,00","15,00","5,00","Transitorio","En fresco","1050200","Cucurbita maxima"
"25","Cundinamarca","25807","Tibirita","Hortalizas","Hortalizas de fruto","Ahuyama","Ahuyama","2021","2021A","2,00","1,50","15,00","10,00","Transitorio","En fresco","1050200","Cucurbita maxima"
"25","Cundinamarca","25807","Tibirita","Hortalizas","Hortalizas de fruto","Ahuyama","Ahuyama","2022","2022A","2,00","4,00","64,00","16,00","Transitorio","En fresco","1050200","Cucurbita maxima"
"25","Cundinamarca","25807","Tibirita","Hortalizas","Hortalizas de fruto","Ahuyama","Ahuyama","2023","2023A","2,00","2,00","40,00","20,00","Transitorio","En fresco","1050200","Cucurbita maxima"
"25","Cundinamarca","25807","Tibirita","Hortalizas","Hortalizas de fruto","Ahuyama","Ahuyama","2024","2024A","2,00","2,00","40,00","20,00","Transitorio","En fresco","1050200","Cucurbita maxima"
"25","Cundinamarca","25807","Tibirita","Raíces y tubérculos","Raíces y tubérculos","Arracacha","Arracacha","2019","2019A","5,00","5,00","35,00","7,00","Transitorio","En fresco","1080200","Arracacia xanthorrhiza"
"25","Cundinamarca","25807","Tibirita","Raíces y tubérculos","Raíces y tubérculos","Arracacha","Arracacha","2020","2020A","5,00","5,00","35,00","7,00","Transitorio","En fresco","1080200","Arracacia xanthorrhiza"
"25","Cundinamarca","25807","Tibirita","Raíces y tubérculos","Raíces y tubérculos","Arracacha","Arracacha","2021","2021A","6,00","6,00","42,00","7,00","Transitorio","En fresco","1080200","Arracacia xanthorrhiza"
"25","Cundinamarca","25807","Tibirita","Raíces y tubérculos","Raíces y tubérculos","Arracacha","Arracacha","2022","2022A","5,00","6,00","66,00","11,00","Transitorio","En fresco","1080200","Arracacia xanthorrhiza"
"25","Cundinamarca","25807","Tibirita","Raíces y tubérculos","Raíces y tubérculos","Arracacha","Arracacha","2023","2023A","4,00","5,00","95,00","19,00","Transitorio","En fresco","1080200","Arracacia xanthorrhiza"
"25","Cundinamarca","25807","Tibirita","Raíces y tubérculos","Raíces y tubérculos","Arracacha","Arracacha","2024","2024A","3,00","4,00","76,00","19,00","Transitorio","En fresco","1080200","Arracacia xanthorrhiza"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Arveja","Arveja","2019","2019B","3,50","3,50","12,25","3,50","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Arveja","Arveja","2020","2020B","4,00","4,00","7,48","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Arveja","Arveja","2021","2021B","5,00","4,00","6,54","1,64","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Arveja","Arveja","2022","2022B","5,00","5,00","9,35","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Arveja","Arveja","2023","2023B","5,00","5,00","9,35","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Arveja","Arveja","2024","2024B","7,00","7,00","13,08","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Café","Café","2019","2019","166,00","156,00","175,00","1,12","Permanente","Pergamino o seco de trilla","2030300","Coffea arabica"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Café","Café","2020","2020","167,00","158,00","164,00","1,04","Permanente","Pergamino o seco de trilla","2030300","Coffea arabica"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Café","Café","2021","2021","163,39","142,23","115,21","0,81","Permanente","Pergamino o seco de trilla","2030300","Coffea arabica"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Café","Café","2022","2022","168,44","144,25","216,62","1,50","Permanente","Pergamino o seco de trilla","2030300","Coffea arabica"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Café","Café","2023","2023","163,68","147,48","217,62","1,48","Permanente","Pergamino o seco de trilla","2030300","Coffea arabica"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Café","Café","2024","2024","166,75","148,50","271,76","1,83","Permanente","Pergamino o seco de trilla","2030300","Coffea arabica"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Caña","Caña miel","2019","2019","17,00","17,00","1.768,00","104,00","Permanente","Caña o verde","2030403","Saccharum officinarum"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Caña","Caña miel","2020","2020","17,50","17,50","700,00","40,00","Permanente","Caña o verde","2030403","Saccharum officinarum"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Caña","Caña miel","2021","2021","17,50","13,50","1.296,00","96,00","Permanente","Caña o verde","2030403","Saccharum officinarum"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Caña","Caña miel","2022","2022","19,50","14,50","1.160,00","80,00","Permanente","Caña o verde","2030403","Saccharum officinarum"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Caña","Caña miel","2023","2023","16,50","16,50","990,00","60,00","Permanente","Caña o verde","2030403","Saccharum officinarum"
"25","Cundinamarca","25807","Tibirita","Cultivos tropicales tradicionales","Cultivos tropicales tradicionales","Caña","Caña miel","2024","2024","9,50","9,50","456,00","48,00","Permanente","Caña o verde","2030403","Saccharum officinarum"
"25","Cundinamarca","25807","Tibirita","Frutales","Caducifolios","Durazno o albaricoque","Durazno o albaricoque","2019","2019","2,00","1,00","5,00","5,00","Permanente","En fresco","2042400","Prunus persica L."
"25","Cundinamarca","25807","Tibirita","Frutales","Caducifolios","Durazno o albaricoque","Durazno o albaricoque","2020","2020","2,00","1,00","5,00","5,00","Permanente","En fresco","2042400","Prunus persica L."
"25","Cundinamarca","25807","Tibirita","Frutales","Caducifolios","Durazno o albaricoque","Durazno o albaricoque","2021","2021","2,00","0,00","0,00","0,00","Permanente","En fresco","2042400","Prunus persica L."
"25","Cundinamarca","25807","Tibirita","Frutales","Caducifolios","Durazno o albaricoque","Durazno o albaricoque","2022","2022","2,00","1,50","45,00","30,00","Permanente","En fresco","2042400","Prunus persica L."
"25","Cundinamarca","25807","Tibirita","Frutales","Caducifolios","Durazno o albaricoque","Durazno o albaricoque","2023","2023","1,00","0,50","12,50","25,00","Permanente","En fresco","2042400","Prunus persica L."
"25","Cundinamarca","25807","Tibirita","Frutales","Caducifolios","Durazno o albaricoque","Durazno o albaricoque","2024","2024","1,00","1,00","25,00","25,00","Permanente","En fresco","2042400","Prunus persica L."
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Frambuesa","Frambuesa","2019","2019","2,20","2,00","8,00","4,00","Permanente","En fresco","2042600","Rubus idaeus"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Frambuesa","Frambuesa","2020","2020","2,20","2,20","11,00","5,00","Permanente","En fresco","2042600","Rubus idaeus"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Frambuesa","Frambuesa","2021","2021","2,20","1,20","4,80","4,00","Permanente","En fresco","2042600","Rubus idaeus"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Frambuesa","Frambuesa","2022","2022","4,20","1,20","9,60","8,00","Permanente","En fresco","2042600","Rubus idaeus"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Frambuesa","Frambuesa","2023","2023","3,70","3,70","25,90","7,00","Permanente","En fresco","2042600","Rubus idaeus"
"25","Cundinamarca","25807","Tibirita","Frutales","Demás frutales","Frambuesa","Frambuesa","2024","2024","5,20","3,70","25,90","7,00","Permanente","En fresco","2042600","Rubus idaeus"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Frijol","Frijol","2019","2019A","52,00","52,00","260,00","5,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Frijol","Frijol","2020","2020A","60,00","60,00","293,71","4,90","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Frijol","Frijol","2021","2021A","70,00","60,00","120,00","2,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Frijol","Frijol","2022","2022A","60,00","60,00","209,79","3,50","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Frijol","Frijol","2023","2023A","66,00","66,00","184,62","2,80","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Frijol","Frijol","2024","2024A","68,00","0,00","0,00","0,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Garbanzo","Garbanzo","2019","2019B","2,00","2,00","6,00","3,00","Transitorio","Grano seco","1060300","Cicer arietinum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Garbanzo","Garbanzo","2020","2020B","2,00","2,00","6,00","3,00","Transitorio","Grano seco","1060300","Cicer arietinum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Garbanzo","Garbanzo","2021","2021B","1,00","1,00","1,40","1,40","Transitorio","Grano seco","1060300","Cicer arietinum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Garbanzo","Garbanzo","2022","2022B","1,00","1,00","2,10","2,10","Transitorio","Grano seco","1060300","Cicer arietinum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Garbanzo","Garbanzo","2023","2023B","2,00","2,00","3,50","1,75","Transitorio","Grano seco","1060300","Cicer arietinum"
"25","Cundinamarca","25807","Tibirita","Leguminosas","Leguminosas","Garbanzo","Garbanzo","2024","2024B","1,00","1,00","2,50","2,50","Transitorio","Grano seco","1060300","Cicer arietinum"
"25","Cundinamarca","25807","Tibirita","Frutales","Cítricos","Limón","Limón Tahití","2023","2023","8,00","0,00","0,00","0,00","Permanente","En fresco","2043603","Citrus limon"
"25","Cundinamarca","25807","Tibirita","Frutales","Cítricos","Limón","Limón Tahití","2024","2024","10,00","0,00","0,00","0,00","Permanente","En fresco","2043603","Citrus limon"
"25","Cundinamarca","25807","Tibirita","Frutales","Solanáceas","Lulo","Lulo","2019","2019","8,00","8,00","80,00","10,00","Permanente","En fresco","2043700","Solanum quitoense"
"25","Cundinamarca","25807","Tibirita","Frutales","Solanáceas","Lulo","Lulo","2020","2020","8,00","8,00","80,00","10,00","Permanente","En fresco","2043700","Solanum quitoense"
"25","Cundinamarca","25807","Tibirita","Frutales","Solanáceas","Lulo","Lulo","2021","2021","7,00","5,00","50,00","10,00","Permanente","En fresco","2043700","Solanum quitoense"
"25","Cundinamarca","25807","Tibirita","Frutales","Solanáceas","Lulo","Lulo","2022","2022","8,00","6,00","54,00","9,00","Permanente","En fresco","2043700","Solanum quitoense"
"25","Cundinamarca","25807","Tibirita","Frutales","Solanáceas","Lulo","Lulo","2023","2023","8,00","8,00","72,00","9,00","Permanente","En fresco","2043700","Solanum quitoense"
"25","Cundinamarca","25807","Tibirita","Frutales","Solanáceas","Lulo","Lulo","2024","2024","7,50","7,50","67,50","9,00","Permanente","En fresco","2043700","Solanum quitoense"
